ChartDate,ArtistName,Position,LastPosition,PositionChange,WeeksOnChart,DailyMentions,TrackingWeekDailyMentions,DailyMentionsDiff,DailyMentionsMult,AvgFollowers,MaxFollowers,DailyFollowers,TrackingWeekDailyFollowers,DailyFollowersDiff,DailyFollowersMult
2018-09-22T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2657.766666666667,2119.0,-538.7666666666669,0.7972859418308604,2471168.6428571427,2485517,1005.2142857142857,1064.0,58.785714285714334,1.0584807787962767
2018-09-29T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2790.0810810810813,3357.1428571428573,567.0617760617761,1.203242041927346,2475437.3714285716,2496152,1108.0285714285715,1194.2857142857142,86.25714285714275,1.0778473994997548
2018-10-06T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2712.3953488372094,2233.3333333333335,-479.06201550387595,0.8233804612188089,2479546.0714285714,2502925,1084.6190476190477,831.0,-253.6190476190477,0.7661676252359836
2018-10-13T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2653.734693877551,2233.3333333333335,-420.40136054421737,0.8415812396340417,2483304.5102040814,2507703,1027.1836734693877,546.2857142857143,-480.8979591836734,0.5318286577127872
2018-10-20T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2664.875,2742.8571428571427,77.98214285714266,1.0292629646257865,2486667.410714286,2511904,973.8035714285714,520.0,-453.80357142857144,0.5339885940623109
2018-10-27T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2791.0,3800.0,1009.0,1.361519168756718,2489602.9206349207,2516886,944.6825396825396,809.4285714285714,-135.2539682539682,0.856826010249517
2018-11-03T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2804.8260869565215,2950.0,145.17391304347848,1.0517586148098774,2492646.0142857144,2521054,909.7571428571429,388.42857142857144,-521.3285714285714,0.42695852896377373
2018-11-10T00:00:00.000000000,Lin-Manuel Miranda,101,101,0,0,2817.5394736842104,2942.8571428571427,125.31766917293226,1.0444776977726127,2495372.2077922076,2523114,853.8051948051948,232.85714285714286,-620.9480519480519,0.27272865552226094
2018-08-25T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-01T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-08T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-15T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-22T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-29T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-06T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-13T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-20T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-27T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-03T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-10T00:00:00.000000000,Nathaniel Rateliff & The Night Sweats,101,101,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-25T00:00:00.000000000,Macklemore,101,101,0,0,136.0,136.0,0.0,1.0,2643330.3333333335,2643575,160.0,160.0,0.0,1.0
2018-09-01T00:00:00.000000000,Macklemore,101,101,0,0,128.7,125.57142857142857,-3.1285714285714192,0.9756909756909757,2642141.8,2643575,300.2,290.14285714285717,-10.057142857142821,0.9664985247929953
2018-09-08T00:00:00.000000000,Macklemore,101,101,0,0,255.11764705882354,435.7142857142857,180.5966386554622,1.7078955169801378,2641014.2352941176,2643575,297.94117647058823,247.0,-50.94117647058823,0.8290227048371175
2018-09-15T00:00:00.000000000,Macklemore,101,101,0,0,219.79166666666666,134.0,-85.79166666666666,0.6096682464454977,2639940.2083333335,2643575,298.875,253.71428571428572,-45.16071428571428,0.8488976519089443
2018-09-22T00:00:00.000000000,Macklemore,101,101,0,0,220.29032258064515,222.0,1.709677419354847,1.0077610191828965,2638943.8387096776,2643575,284.7741935483871,194.28571428571428,-90.4884792626728,0.6822448054890284
2018-09-29T00:00:00.000000000,Macklemore,101,101,0,0,201.23684210526315,116.85714285714286,-84.37969924812029,0.5806945767714697,2637981.8421052634,2643575,282.05263157894734,228.57142857142858,-53.48120300751876,0.8103857329459122
2018-10-06T00:00:00.000000000,Macklemore,101,101,0,0,200.2888888888889,195.14285714285714,-5.146031746031753,0.9743069534481938,2637011.888888889,2643575,281.9555555555556,235.57142857142858,-46.38412698412699,0.8354913529093857
2018-10-13T00:00:00.000000000,Macklemore,101,101,0,0,189.59615384615384,120.85714285714286,-68.73901098901098,0.637445119035544,2636083.7884615385,2643575,271.84615384615387,269.7142857142857,-2.1318681318681456,0.9921578138895626
2018-10-20T00:00:00.000000000,Macklemore,101,101,0,0,180.135593220339,109.85714285714286,-70.27845036319613,0.6098580568847788,2636360.084745763,2645157,266.40677966101697,1223.142857142857,956.7360774818401,4.591260247577845
2018-10-27T00:00:00.000000000,Macklemore,101,101,0,0,180.72307692307692,186.5,5.776923076923083,1.0319656082404018,2638125.1363636362,2656243,406.1212121212121,749.4285714285714,343.3073593073593,1.845332253181828
2018-11-03T00:00:00.000000000,Macklemore,101,101,0,0,171.95774647887325,77.0,-94.95774647887325,0.44778442132852814,2639258.5753424657,2656243,367.17808219178085,264.7142857142857,-102.46379647749512,0.7209425032511139
2018-11-10T00:00:00.000000000,Macklemore,101,101,0,0,164.97402597402598,82.33333333333333,-82.64069264069265,0.4990684615182765,2640010.775,2656243,335.05,213.14285714285714,-121.90714285714287,0.6361523866373888
2018-08-25T00:00:00.000000000,Miguel,101,101,0,0,493.0,493.0,0.0,1.0,1015615.3333333334,1015768,96.66666666666667,96.66666666666667,0.0,1.0
2018-09-01T00:00:00.000000000,Miguel,101,101,0,0,314.3,237.71428571428572,-76.58571428571429,0.7563292577610109,1016236.3,1016949,147.1,122.71428571428571,-24.385714285714286,0.83422356026027
2018-09-08T00:00:00.000000000,Miguel,101,101,0,0,392.6875,523.3333333333334,130.64583333333337,1.3326966947848693,1016867.0588235294,1018321,167.23529411764707,167.28571428571428,0.050420168067205395,1.000301492387317
2018-09-15T00:00:00.000000000,Miguel,101,101,0,0,397.0,408.5,11.5,1.0289672544080604,1017549.75,1019836,181.58333333333334,189.57142857142858,7.988095238095241,1.0439913459647283
2018-09-22T00:00:00.000000000,Miguel,101,101,0,0,426.5357142857143,534.8333333333334,108.2976190476191,1.253900471684948,1018148.6071428572,1022595,254.17857142857142,558.0,303.82142857142856,2.1953070113812
2018-09-29T00:00:00.000000000,Miguel,101,101,0,0,413.6857142857143,362.2857142857143,-51.400000000000034,0.8757510877823054,1019276.6857142857,1024379,254.31428571428572,203.42857142857142,-50.8857142857143,0.7999101224581507
2018-10-06T00:00:00.000000000,Miguel,101,101,0,0,438.8292682926829,585.5,146.6707317073171,1.334231880835927,1020236.3095238095,1025485,238.26190476190476,139.0,-99.26190476190476,0.5833916258618966
2018-10-13T00:00:00.000000000,Miguel,101,101,0,0,433.0625,399.2857142857143,-33.77678571428572,0.9220048244438488,1021073.6734693878,1027820,251.87755102040816,320.2857142857143,68.40816326530611,1.271592934694539
2018-10-20T00:00:00.000000000,Miguel,101,101,0,0,409.3454545454546,246.71428571428572,-162.63116883116885,0.6027043490399624,1022363.5535714285,1037073,385.625,1028.857142857143,643.2321428571429,2.668025005788377
2018-10-27T00:00:00.000000000,Miguel,101,101,0,0,383.5967741935484,181.28571428571428,-202.31105990783414,0.47259447023984713,1024273.7619047619,1039882,387.36507936507934,80.57142857142857,-306.7936507936508,0.2079986887395509
2018-11-03T00:00:00.000000000,Miguel,101,101,0,0,375.0289855072464,299.14285714285717,-75.88612836438921,0.797652631404612,1025820.5285714286,1039934,349.37142857142857,48.42857142857143,-300.9428571428571,0.1386162904808636
2018-11-10T00:00:00.000000000,Miguel,101,101,0,0,354.32894736842104,150.28571428571428,-204.04323308270676,0.42414179084683,1027128.0519480519,1040475,324.6363636363636,72.85714285714286,-251.77922077922076,0.22442693123174784
2018-08-25T00:00:00.000000000,David Byrne,101,101,0,0,43.0,43.0,0.0,1.0,43199.0,43222,16.0,16.0,0.0,1.0
2018-09-01T00:00:00.000000000,David Byrne,101,101,0,0,45.875,46.833333333333336,0.9583333333333357,1.0208900999091735,43331.7,43510,33.6,36.57142857142857,2.971428571428568,1.0884353741496597
2018-09-08T00:00:00.000000000,David Byrne,101,101,0,0,61.214285714285715,81.66666666666667,20.452380952380956,1.3341112407623494,43488.64705882353,43928,44.35294117647059,55.285714285714285,10.932773109243698,1.246494884425919
2018-09-15T00:00:00.000000000,David Byrne,101,101,0,0,47.857142857142854,21.142857142857142,-26.71428571428571,0.4417910447761194,43654.125,44134,40.0,22.571428571428573,-17.428571428571427,0.5642857142857143
2018-09-22T00:00:00.000000000,David Byrne,101,101,0,0,52.57692307692308,72.4,19.823076923076925,1.3770299926847112,43752.0,44404,43.92857142857143,39.75,-4.178571428571431,0.9048780487804877
2018-09-29T00:00:00.000000000,David Byrne,101,101,0,0,73.72727272727273,152.28571428571428,78.55844155844154,2.0655275673771354,43942.97142857143,44849,47.857142857142854,51.142857142857146,3.285714285714292,1.0686567164179106
2018-10-06T00:00:00.000000000,David Byrne,101,101,0,0,69.05,47.0,-22.049999999999997,0.6806661839246922,44116.380952380954,45074,45.23809523809524,28.142857142857142,-17.0952380952381,0.6221052631578947
